software_unit_id,file,line,end_line,qualified_function,visibility,function_summary,detailed_design_evidence,interface_evidence,requirements_architecture_trace,document_references,unit_verification_trace,test_references,aspice_document_verdict,linked_findings
SWU-6EE7E2523C,src/analysis/narrative_sections.py,223,387,build_narrative_facts,public,"Compact, auditable facts sent to the final narrative LLM.",有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_narrative_combine.py;tests/unit/test_narrative_sections.py,P-证据不足,ASPICE-SWE-TRACE
SWU-0717BFAE8A,src/analysis/narrative_sections.py,233,242,build_narrative_facts.add_context,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-287FB686EA,src/analysis/narrative_sections.py,244,259,build_narrative_facts.add_execution,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-F0FF3FB2E4,src/analysis/narrative_sections.py,390,437,validate_and_merge_llm_sections,public,Validate each LLM block independently and fall back only that block.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_narrative_sections.py,P-证据不足,ASPICE-SWE-TRACE
SWU-58E4660F21,src/analysis/narrative_sections.py,440,444,_confidence,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-E6EF29FF95,src/analysis/narrative_sections.py,447,471,_coerce_string_list,internal,Normalize LLM list fields: bare string → one-item list; scalar items → str.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-CA4FA260DD,src/analysis/narrative_sections.py,474,481,_capped_section_lists,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-3A8882518C,src/analysis/narrative_sections.py,484,489,_section_visible_lines,internal,Count UI rows after the same list caps applied during merge.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-75BC1EBA00,src/analysis/narrative_sections.py,492,503,_normalize_llm_section,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-5C22FBF976,src/analysis/narrative_sections.py,506,560,_validate_section,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-21729C6D78,src/analysis/narrative_sections.py,563,578,_expected_bias,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-74A552C2A1,src/analysis/narrative_sections.py,581,599,narrative_price_tolerance,public,Match LLM price tokens to whitelist levels.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-EA3075165B,src/analysis/narrative_sections.py,602,604,_price_tolerance,internal,Legacy helper — prefer :func:`narrative_price_tolerance` with the raw token.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-EE96ECE754,src/analysis/narrative_sections.py,607,619,_unapproved_prices,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_narrative_sections.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-6CDE98503A,src/analysis/narrative_sections.py,629,652,_unapproved_calendar_claims,internal,Reject concrete clock+event claims when calendar is empty or time unregistered (#38).,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_calendar_empty.py,P-证据不足,ASPICE-SWE-TRACE
SWU-870E7671A1,src/analysis/narrative_sections.py,687,690,_executable_wording_on_wait,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-B4DCB46A68,src/analysis/narrative_sections.py,693,702,_direction_conflict,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-25AEEFE31C,src/analysis/narrative_sections.py,705,713,_execution_authorized,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-D7185CBDE0,src/analysis/narrative_sections.py,716,786,validate_llm_top_level_fields,public,Per-field validation; value is rejection reason or None when accepted.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_calendar_empty.py;tests/unit/test_narrative_top_level.py,P-证据不足,ASPICE-SWE-TRACE
SWU-5260C4FFFE,src/analysis/narrative_sections.py,789,799,validate_llm_top_level,public,Validate market_summary / trade_thesis / action_plan against authorized facts.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_narrative_authorization.py;tests/unit/test_narrative_top_level.py,P-证据不足,ASPICE-SWE-TRACE
SWU-DF2B309E7A,src/analysis/plan_signals.py,30,38,pa_usable,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-EDBD519580,src/analysis/plan_signals.py,41,48,_rule_sr_level,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-A04F67D803,src/analysis/plan_signals.py,51,124,build_rule_pa_block,public,Synthesize minimal 5m PA facts from price anchors when DGT output is insufficient.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-D4E38583EE,src/analysis/plan_signals.py,127,128,_atr,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-7820CA9CF2,src/analysis/plan_signals.py,131,133,_zone_band,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-B2869CAF10,src/analysis/plan_signals.py,136,153,_nearest_pa_sr,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-0CC973C97B,src/analysis/plan_signals.py,156,161,_vah_zone,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-0924B3CA47,src/analysis/plan_signals.py,164,168,_resistance_zone,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-2DC7DABA92,src/analysis/plan_signals.py,171,176,_val_zone,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-05D58D82E1,src/analysis/plan_signals.py,179,183,_support_zone,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-CE8413DCD6,src/analysis/plan_signals.py,186,224,_sell_targets,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_plan_signal_targets.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-E65ED5C0AA,src/analysis/plan_signals.py,227,263,_buy_targets,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_plan_signal_targets.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-88AD48E01B,src/analysis/plan_signals.py,266,273,_smc_zones,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-E5EE860A8A,src/analysis/plan_signals.py,276,288,_zone_overlaps_entry,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-9A867FC2BD,src/analysis/plan_signals.py,291,303,_structure_shifted,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-CD33DCDAD5,src/analysis/plan_signals.py,306,349,smc_filter_adjustment,public,Score-only SMC filter; never suppresses a PA plan.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_plan_signals.py,P-证据不足,ASPICE-SWE-TRACE
SWU-9CD2C897D0,src/analysis/plan_signals.py,352,381,val_sweep_confirmed,public,"PA VAL sweep + reclaim; CHoCH/BOS bullish is SMC filter, not hard gate.",有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-8F66092349,src/analysis/plan_signals.py,384,409,build_pa_short_aggressive,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-F24046F4B0,src/analysis/plan_signals.py,412,437,build_pa_short_conservative,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-C5A6F97A5F,src/analysis/plan_signals.py,440,491,build_pa_long_sweep,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-C06B90A09B,src/analysis/price_action_facts.py,24,42,_ltf_covers_window,internal,True when lower-TF bars span ≥ min_frac of the HTF clock window.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-BCE4E6DB5F,src/analysis/price_action_facts.py,45,53,_align_timestamp,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-CF1ADC9362,src/analysis/price_action_facts.py,56,70,_bars_for_latest_session_day,internal,5m bars for the provider daily session anchored at the latest 1d bar open.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_dgt_price_action.py,P-证据不足,ASPICE-SWE-TRACE
SWU-A13F4E6EEC,src/analysis/price_action_facts.py,73,83,_session_matches_daily,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-6DA9739C93,src/analysis/price_action_facts.py,86,107,build_session_price_action_block,public,Intraday PA block: session-day volume profile + 量价 S/R from all 5m bars that day.,有函数说明,完整注解,存在符号级文档引用,docs/architecture/technical-analysis.md,存在同名测试引用,tests/unit/test_dgt_price_action.py,P-部分满足,
SWU-C677F127B2,src/analysis/price_action_facts.py,110,148,build_price_action_summaries,public,Per-TF DGT metrics with Pine Fixed-Range lookback (default 360 bars).,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_dgt_price_action.py,P-证据不足,ASPICE-SWE-TRACE
SWU-EDAA738364,src/analysis/price_action_facts.py,151,155,chart_sr_levels,public,Raw S/R list for chart overlays on the given timeframe.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_dgt_price_action.py,P-证据不足,ASPICE-SWE-TRACE
SWU-575CE11369,src/analysis/proximity.py,12,19,proximity_threshold,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-914F4D90EA,src/analysis/proximity.py,22,36,zone_near_price,public,True when price is inside the zone or within the ATR/pct band.,有函数说明,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_proximity.py,P-证据不足,ASPICE-SWE-TRACE
SWU-8793F9D1F1,src/analysis/proximity.py,39,47,level_near_price,public,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,存在同名测试引用,tests/unit/test_proximity.py,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD
SWU-46BD20A480,src/analysis/report_engine.py,78,101,_compute_risk_reward,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-DCC89B25EE,src/analysis/report_engine.py,104,124,_risk_reward_ratio,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-15ED1E142C,src/analysis/report_engine.py,127,134,_grade,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-79027DC513,src/analysis/report_engine.py,137,154,_zone_relation,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-4EDF24BAF8,src/analysis/report_engine.py,157,161,_stop_breached,internal,True when the current price has already crossed the plan invalidation stop.,有函数说明,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,P-证据不足,ASPICE-SWE-TRACE;ASPICE-SWE4-UV
SWU-216988A705,src/analysis/report_engine.py,164,254,_setup_status_and_score,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-DB79153948,src/analysis/report_engine.py,257,278,compute_trading_signals,public,Single entry point for pipeline signal generation (trader + report share this).,有函数说明,完整注解,存在符号级文档引用,docs/architecture/architecture.md;docs/architecture/backtesting.md;docs/architecture/llm-agents.md;docs/reference/handbook.md,存在同名测试引用,tests/unit/test_llm_payload_funnel.py;tests/unit/test_signal_dedup.py,P-部分满足,
SWU-C46AB92251,src/analysis/report_engine.py,281,300,_apply_smc_filter_score,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
SWU-B29BA1665B,src/analysis/report_engine.py,303,322,_finalize_pa_plan_meta,internal,未在函数级文档中说明；需从实现推断,缺函数级详细设计,完整注解,无需求/架构追溯记录,,无同名测试追溯证据,,N-未满足,ASPICE-SWE-TRACE;ASPICE-SWE3-DD;ASPICE-SWE4-UV
